id_carrera,nombre_carrera,id_habilidad,nombre_habilidad
CAR_20520c374235596d,Negocios Internacionales,COMP_TEC_0165,Presentar empresarial-relacionados información para audiencias.
CAR_20520c374235596d,Negocios Internacionales,COMP_TEC_0189,Recopilar datos sobre necesidades de los clientes.
CAR_20520c374235596d,Negocios Internacionales,COMP_TEC_0191,Recopilar información de clientes o productos para determinar necesidades de los clientes.
CAR_20520c374235596d,Negocios Internacionales,COMP_TEC_0211,Supervisar empleados.
CAR_567781f437142904,Psicología,COMP_TEC_0002,Administrar pruebas físicas o psicológicas estandarizadas.
CAR_567781f437142904,Psicología,COMP_TEC_0023,Asesorar otros sobre asuntos empresariales u operativos.
CAR_567781f437142904,Psicología,COMP_TEC_0033,Capacitar personal en técnico o científico procedimientos.
CAR_567781f437142904,Psicología,COMP_TEC_0040,Consultar con clientes para intercambiar información.
CAR_567781f437142904,Psicología,COMP_TEC_0059,Desarrollar métodos de investigación social o económica.
CAR_567781f437142904,Psicología,COMP_TEC_0065,Desarrollar programas educativos o de capacitación.
CAR_567781f437142904,Psicología,COMP_TEC_0066,Desarrollar programas educativos.
CAR_567781f437142904,Psicología,COMP_TEC_0104,Evaluar capabilities o capacitación necesidades.
CAR_567781f437142904,Psicología,COMP_TEC_0106,Evaluar desempeño de postulantes participantes o empleados.
CAR_567781f437142904,Psicología,COMP_TEC_0109,Evaluar empleado desempeño.
CAR_567781f437142904,Psicología,COMP_TEC_0123,Implementar cambios en procesos o políticas organizacionales.
CAR_567781f437142904,Psicología,COMP_TEC_0139,Mediar controversias.
CAR_567781f437142904,Psicología,COMP_TEC_0145,Orientar clientes sobre mental health o personal achievement.
CAR_567781f437142904,Psicología,COMP_TEC_0149,Preparar científico o informes técnicos o presentaciones.
CAR_567781f437142904,Psicología,COMP_TEC_0181,Realizar científico investigar de comportamiento organizacional o procesos.
CAR_567781f437142904,Psicología,COMP_TEC_0187,Recomendar organizacional cambios de procesos o políticas.
CAR_567781f437142904,Psicología,COMP_TEC_0192,Recopilar información de personas mediante observación entrevistas o encuestas.
CAR_567781f437142904,Psicología,COMP_TEC_0203,Revisar profesional literature para mantener profesional conocimiento.
CAR_567781f437142904,Psicología,COMP_TEC_0219,Testificar at legal o legislative procesos.
